Author,News_statement,Source,Validity_Check
Jon Greenberg,"Obama’s 2012 policy on younger immigrants ""created these children coming across"" the border.",Lou Dobbs,Fake
Amy Sherman,"""Tourism and retirees are the dominant economic engines in our state.""",Nan Rich,Real
Steve Contorno,"Says a new report shows the ""devastating tax hikes (in the health care law) will have on middle-class Kentuckians.""",Mitch McConnell,Fake
Linda Qiu,"""Right now, one third of all illegal aliens are going to California.""",Pat Buchanan,Real
Tom Kertscher,"""I’m running the second-largest county district attorney’s office … at 1985 staffing levels.""",Ismael Ozanne,Real
Louis Jacobson,"Under Gov. Tom Corbett, ""Pennsylvania ranks 49th in job creation.""",Fresh Start PA,Real
Amy Sherman,"Florida has the ""third most-regressive tax"" structure.",Nan Rich,Real
Dana Tims,76 percent of doctors support the use of medical marijuana,New Approach Oregon,Fake
Jon Greenberg,"Compared to President Obama, ""President Reagan rushed home from Santa Barbara vacation, from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians.""",Kate Obenshain,Fake
Linda Qiu,"""Literally, by the time a child is 18 years of age, they've killed over 100,000 people in video games and other online things.""",Mark O'Mara,Real
Louis Jacobson,"The number of jobs created and people lifted out of poverty during Bill Clinton’s presidency was ""a hundred times"" what it was under President Ronald Reagan.",Hillary Clinton,Fake
Derek Tsang,"There are fewer wars, there are fewer people dying in wars ""now than there have been in quite some time.""",Stu Burguiere,Real
Louis Jacobson,"Says former Federal Reserve Chairman Alan Greenspan said that ""if the workers are more insecure, that's very healthy for the society"" because ""they'll serve the masters gladly and passively.""",Facebook posts,Fake
Lauren Carroll,"""The so-called defense minister of the People's Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media.""",John Kerry,Real
James B.,The Obama Administration is suing a Wisconsin company for forcing employees to speak English.,Bloggers,Fake
Sean Gorman,"Obamacare ""already has caused millions of hardworking Virginians to lose their health insurance.""",Barbara Comstock,Fake
Karen Lee,"There are ""approximately 20,000 annual gun purchases in Rhode Island.""",Brett Smiley,Real
April Hunt,"Jeff Mann has an ethics complaint against him alleging he used county workers for campaign work, which is an indictable offense.",Vernon Jones,Real
April Hunt,DeKalb County has been recognized in recent years as having one the best sheriff’s departments in the nation.,Jeff Mann,Real
Ian K.,"In Oregon, 12,808 people were arrested for marijuana-related crimes in 2012.",New Approach Oregon,Fake
Molly O'Connor,"""More women are graduating from college now than men.""",Mitch McConnell,Real
Louis Jacobson,"Amid the ""crisis at our southern border,"" there are ""reports of illegal migrants carrying deadly diseases such as … Ebola virus.""",Phil Gingrey,Fake
Katie Sanders,"""For the first time in history, (Thor’s) hammer is being held by a woman.""",Whoopi Goldberg,Fake
Joshua Gillin,"Says Rick Scott’s per-pupil education spending is ""about $200 less"" than what it was under Charlie Crist during the recession.",Charlie Crist,Real
Jon Greenberg,"""More than 50 percent of immigrants from (El Salvador, Guatemala and Honduras) use at least one major welfare program once they get here.""",Bill O'Reilly,Real
W. Gardner,Says the Obama administration never responded to his 2012 letter flagging the uptick in unaccompanied children crossing the U.S.-Mexico border.,Rick Perry,Real
James B.,"""At some point in their lives, 99% of women use birth control.""",Susan Happ,Real
Nancy Badertscher,"David Perdue ""has never voted in a Republican primary until his name was on the ballot.""",Jack Kingston,Fake
Lauren Carroll,"Alaska Sens. Lisa Murkowski and Mark Begich ""vote as much as 80 percent of the time together.""",Mark Begich,Real
W. Gardner,"""Latinos now make up the majority population in Texas.""",Roberto Alonzo,Fake
Joshua Gillin,"Says Charlie Crist ""voted against raising the minimum wage.""",Republican Party of Florida,Real
Jon Greenberg,"""North Korea is telling its people that their men’s national team is in the World Cup final.""",Bloggers,Fake
Linda Qiu,"""Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.""",Jason Riley,Real
Louis Jacobson,"Former President George W. Bush and former Vice President Dick Cheney are ""unable to visit Europe due to outstanding warrants.""",Facebook posts,Fake
Katie Sanders,"""We are accepting more legal immigrants than we ever have in the history (of the United States.)""",Rick Santorum,Fake
Louis Jacobson,"Republicans ""went out of the way to praise (Eric) Holder's nomination. ... Not a single Republican senator opposed Eric Holder's nomination.""",Rush Limbaugh,Real
Linda Qiu,"""In New York, your chances of getting murdered are 1 in 25,000. In Honduras, it’s 1 in 14.""",Cokie Roberts,Real
Tom Kertscher,"Says attorney general candidate Jon Richards ""went so far to say he would only enforce the laws with which he personally agreed.""",Brad Schimel,Fake
Karen Lee,"""Providence graduation rates are up.""",Angel Taveras,Real
April Hunt,"""Perdue mismanaged Pillowtex, and nearly 8,000 people got laid off.""",Jack Kingston,Fake
Derek Tsang,"""Teenage births cost Texas taxpayers $1.1 billion in health care, foster care and lost tax revenue in 2010 alone.""",Michael Eric Dyson,Real
Louis Jacobson,"""We spend $18 billion a year on making sure that the federal government has immigrant enforcement agents. That's more than DEA and the ATF and the FBI and all the other enforcement (agencies) combined.""",Luis Gutierrez,Real
Katie Sanders,"The Obama administration ""manipulated deportation data to make it appear that the Border Patrol was deporting more illegal immigrants than the Bush administration.""",Lou Dobbs,Fake
April Hunt,"U.S. Senate candidate Jack Kingston ""spent our tax dollars on thousands of wasteful earmarks.""",David Perdue,Fake
Louis Jacobson,"""74 percent of Republicans support the Affordable Care Act.""",Donna Edwards,Fake
Jon Greenberg,"""Radio Marti and TV Marti have spent more than $500 million to reach less than 1 percent of the Cuban population.""",Lawrence O'Donnell,Real
Nancy Madsen,Says 70 percent of Virginia’s Medicaid cost is for seniors in nursing homes.,Mark Sickles,Fake
Linda Qiu,"Fox News is ""banned in Canada"" because it violates a law that ""prevents ‘news’ channels from lying to their viewers.""",Facebook posts,Fake
Lauren Carroll,"Says ""nothing"" in Obama’s $3.7 billion request to address the child immigrant situation ""actually secures the border.""",Steve King,Fake
C. Eugene,"""Although the governor doubled the beach fees . . . all the money, as we found out, is all going to an out-of-state company. The state isn't even getting the money for that.""",John DePetro,Fake
Nancy Badertscher,"U.S. Senate candidate Jack Kingston voted for the ""Cash for Clunkers"" program.",David Perdue,Real
Jon Greenberg,"Children are crossing the border because President Barack Obama said ""if you come, you’re going to be able to stay, because we’re not going to enforce the law.""",Rick Santorum,Fake
Lauren Carroll,"""This president has offered fewer executive actions than almost any other president preceding his presidency in recent history.""",Beto O'Rourke,Real
Dave Umhoefer,"""I created the school choice program.""",Gary George,Real
C. Eugene,"On the last night of the General Assembly, ""by 11 o'clock 95 to 98 percent of the business was done. So we really didn't have that late-night session. We were just holding on one bill.""",Nicholas Mattiello,Fake
April Hunt,Another great endorsement! Barrow Journal explains the difference between me and Jody Hice.,Mike Collins,Real
Louis Jacobson,"The U.S. Supreme Court is ""five guys who start determining what contraceptions are legal.""",Nancy Pelosi,Fake
Dana Tims,"The 2011 Rebuild America Jobs Act ""would have cost the average American family $1,000 a year while making no significant impact to fix our infrastructure and roads.""",Monica Wehby,Fake
Dana Tims,"""I co-sponsored the Rebuild America Jobs Act"" for transportation and infrastructure.",Jeff Merkley,Fake
Linda Qiu,"""Without the financial resources provided by hunters to protect habitat and stop poachers, there would be no infrastructure for wildlife management.""",Kendall Jones,Fake
Sean Gorman,"""There are more than 46 million Americans living in poverty today -- the largest number in 54 years.""",Kirk Cox,Real
Nancy Badertscher,"Says Congressman Jack Kingston voted to ""raise his pay seven times.""",David Perdue,Fake
Joshua Gillin,"Says Charlie Crist ""raised taxes on the middle class"" by $2.2 billion.",Republican Party of Florida,Real
Joshua Gillin,"""We cut property taxes for seniors and our middle class.""",Charlie Crist,Real
Louis Jacobson,"When undocumented children are picked up at the border and ""told to appear later in court ... 90 percent do not then show up.""",Jeff Flake,Fake
Molly O'Connor,"""If you're a Mexican, you get sent back. ... But if you're from a noncontiguous country like the Central American countries"" then you can stay in the United States.",Henry Cuellar,Real
Steve Contorno,"Says Mitch McConnell voted to raise Medicare costs for a current Kentucky senior by $6,000.",Alison Lundergan Grimes,Fake
Lauren Carroll,"Says Alison Lundergan Grimes ""supports Obamacare, which cuts $700 billion from seniors’ Medicare.""",Mitch McConnell,Real
Derek Tsang,"""If you look at the states where soccer is most popular, they're overwhelmingly blue states, and the states where soccer is least popular are red states.""",Peter Beinart,Real
Dave Umhoefer,"""As Jim Doyle’s Commerce secretary, Mary Burke spent $12.5 million dollars to buy a vacant lot for a company that said it had no plans to create jobs in Wisconsin"" and had laid off 800 workers.",Scott Walker,Real
Louis Jacobson,"""Justice John Roberts Signed Off On Obama’s Arrest For Treason.""",Bloggers,Fake
Jon Greenberg,"An image of nine white, blond women shows ""the amazing diversity of Fox News anchors.""",Facebook posts,Fake
Lauren Carroll,"Says he ""voted for disaster relief and full funding of FEMA.""",Tom Cotton,Real
Amy Sherman,"""Expanding Medicaid would create 63k jobs.""",Charlie Crist,Real
Steve Contorno,"""In the last three years alone, 13 times, the Supreme Court, unanimously, 9-0, including all of the president's liberal picks, have struck down the president's executive orders.""",Sean Spicer,Fake
Katie Sanders,"The U.S. Patent and Trademark Office ""received zero complaints"" about the Washington Redskins name.",Bloggers,Fake
Devon Waugh,"""We in this state saw more job creation in the last three years since I've been governor than you saw in the whole eight years of Doyle’s time as governor.""",Scott Walker,Real
C. Eugene,"Cranston's 2014-2015 ""budget funds 100 percent of the local police and fire pension and other retiree benefit costs.""",Allan Fung,Real
Jon Greenberg,"The Obama administration estimates the number of children at the border is ""going to increase to 150,000 to 200,000 next year.""",Raul Labrador,Real
Louis Jacobson,"""Thanks to #ObamaCare, average E.R. wait in California is 5 hours.""",Reince Priebus,Fake
Linda Qiu,"""13 percent of Americans, the lowest ever, are without health care.""",Donny Deutsch,Real
Lauren Carroll,"Says Hillary Clinton's health care plan from the 1990s ""had a broader provision in favor of corporate right to back out"" of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.",Newt Gingrich,Fake
April Hunt,David Perdue said he’d raise taxes.,Jack Kingston,Real
Amy Sherman,"Says Rick Scott ""cut education to pay for even more tax breaks for big, powerful, well-connected corporations.""",Florida Democratic Party,Real
Nancy Badertscher,"President Obama has left the U.S. with the lowest number of active-duty troops since before World War II, putting the nation at risk.",Jack Kingston,Real
Steve Contorno,"""Justin Amash is rated Michigan’s No. 1 conservative"" by National Right to Life.",Justin Amash,Fake
W. Gardner,"Says children are coming into the U.S. in ""staggering numbers"" because  President Barack Obama ""has been promising amnesty.""",Ted Cruz,Fake
Dave Umhoefer,"A statewide poll showing 76 percent support and other surveys are a ""strong indicator"" of  broad public support in Milwaukee County for a $10.10 minimum wage",Chris Abele,Real
W. Gardner,"Says Greg Abbott ""has lost"" in court ""four times in just the past few days.""",Wendy Davis,Real
Tom Kertscher,The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,Joe Zepecki,Fake
Karen Lee,"""There are already more American jobs in the solar industry than in coal mining.""",Sheldon Whitehouse,Real
Nancy Madsen,"Says Mark Warner has supported Harry Reid ""down the line.""",Ed Gillespie,Real
Louis Jacobson,"""A salesclerk at Hobby Lobby who needs contraception … is not going to get that service through her employer’s health care plan because her employer doesn’t think she should be using contraception.""",Hillary Clinton,Fake
Joshua Gillin,"""Light rail does not reduce congestion.""",No Tax For Tracks,Real
W. Gardner,"Dan Patrick was the only state senator ""who voted against the Veteran Entrepreneurship Program, a program that assists veterans in successfully starting up their own businesses.""",Leticia Van de Putte,Real
Lauren Carroll,"""As Alaska’s attorney general, (U.S. Senate candidate Dan) Sullivan successfully fought to protect our Second Amendment rights and passed ‘stand your ground.’ """,Dan Sullivan,Fake
Dana Tims,"""Since the governor took office, Oregon’s unemployment rate has dropped to its lowest point in three years.""",John Kitzhaber,Real
W. Gardner,Says he lived in a colonia while working as a farm worker.,David Alameel,Fake
Louis Jacobson,"""Women of childbearing age spend 68 percent more in out-of-pocket health care costs than men.""",Ruth Bader Ginsburg,Real
Tom Kertscher,"""He’s been in office nearly four years now, but 40% of Wisconsinites don't know who (U.S. Sen.) Ron Johnson is.""",Democratic Party of Wisconsin,Fake
Nancy Badertscher,"""Gov. Deal has the worst record on education in the history of this state.""",Matt McGrath,Fake
Katie Sanders,"""Hobby Lobby provided this (birth control) coverage before they decided to drop it to file suit.""",Sally Kohn,Real
Lauren Carroll,"""Congressman (Tom) Cotton is the only Arkansan in Congress -- Democrat or Republican -- to vote against disaster relief five times.""",Senate Majority PAC,Real
April Hunt,"U.S. Senate candidate Jack Kingston ""requested more earmarks than any other GA Congressman and all GA GOP members combined.""",David Perdue,Real
Amy Sherman,"""Nearly 60 percent of women who use birth control do so for more than just family planning.""",Debbie Wasserman Schultz,Real
W. Gardner,"""The platform of the Republican Party says deport everybody and to hell with it.""",Gilberto Hinojosa,Fake
Jon Greenberg,"""Obama regime planned the influx of illegal alien children at the border.""",Rush Limbaugh,Fake
Lauren Carroll,"The Export-Import Bank ""doesn’t cost taxpayers anything.""",Vicky Hartzler,Real
Tom Kertscher,"Says Milwaukee County Sheriff David Clarke has ""deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.""",John Chisholm,Real
Nancy Badertscher,U.S. Senate candidate David Perdue’s company took $3 million from the federal stimulus program that President Barack Obama created.,Jack Kingston,Fake
Steve Contorno,"The ""9-0 decision last week was the 13th time the Supreme Court voted 9-0 that the president had exceeded his constitutional authority.""",Bob Goodlatte,Fake
Katie Sanders,"""I had the lowest net worth of any American president in the 20th century when I took office.""",Bill Clinton,Real
W. Gardner,"Says 95 percent of people caught crossing the U.S.-Mexico border said in a survey ""we are coming because we’ve been promised amnesty.""",Ted Cruz,Real
C. Eugene,"Republican candidate for governor Ken Block was ""fined and had to admit that (he) funneled money illegally to the Moderate Party.""",Allan Fung,Real
C. Eugene,"Republican candidate for governor Allan Fung ""donated to Democrats like Congressman David Cicilline, disgraced (House) speaker Gordon Fox and even Mr. Obamacare, Harry Reid.""",Kenneth Block,Real
Dave Umhoefer,"When asked by a reporter whether he’s at the center of a ""criminal scheme"" to violate campaign laws, Gov. Scott Walker nodded yes.",Democratic Party of Wisconsin,Fake
Ian K.,An average of nine children a day in the U.S. die of gunshot wounds.,Brady Campaign to Prevent Gun Violence,Fake
Joshua Gillin,"Says Charlie Crist signed ""the nation’s harshest marijuana laws.""",Progressive Choice Florida,Fake
Louis Jacobson,"""In 31 states, decent child care costs more than college tuition.""",Barack Obama,Real
Dana Tims,"""The government -- not the armed forces -- is stockpiling hundreds of millions of rounds of ammunition for domestic use.""",James Buchal,Fake
W. Gardner,"""Wendy Davis’ legal work is currently under FBI investigation.""",Greg Abbott,Fake
Molly O'Connor,"Says Iowa Senate candidate Joni Ernst ""promises to shut down the Department of Education and abolish the EPA.""",League of Conservation Voters,Real
Sean Gorman,"After Massachusetts passed a mandatory health insurance law ""their mortality rate went down...it saved lives.""",Dave Marsden,Real
Devon Waugh,"""Part of the increase in the cost (of higher education) has been because state support has dropped. We now spend, under Governor Walker, more on corrections than we do on higher education.""",Mary Burke,Real
Nancy Badertscher,U.S. Senate candidate Michelle Nunn has avoided taking a stand on Obamacare.,Washington Examiner,Real
Joshua Gillin,"""Candidates for governor routinely disclose"" their spouses’ tax returns.",Rick Scott,Real
Steve Contorno,"""The nearly six-year delay in approving Keystone is costing Americans more than 100,000 jobs.""",John Boehner,Fake
Amy Sherman,"""Under Governor Crist, 3,000 teachers laid off.""",Rick Scott,Fake
Dave Umhoefer,"""When Jim Doyle was governor and Mary Burke was commerce secretary,"" Wisconsin saw ""billions in middle-class tax hikes on nursing home beds, gas, phones and garbage.""",Scott Walker,Fake
Amy Sherman,"""Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000.""",Republican Party of Florida,Real
Jon Greenberg,"""NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming.""",Steve Doocy,Fake
Jim Haddadin,Says Scott Brown voted with President Barack Obama 70 percent of the time in 2011.,Jim Rubens,Real
Shannon Beckham,"Says Barack Obama is the ""first president to appoint 45 czars to replace elected officials in his office.""",Chain email,Fake
Nancy Badertscher,"The wages of about 60,562 state and local government employees would be affected if the minimum wage is increased to $10.10 in Georgia, for a combined cost to taxpayers of more than $164 million annually.",Georgia Restaurant Association,Real
Steve Contorno,"""The United States is the only developed country in the world without paid maternity leave.""",Barack Obama,Real
Katie Sanders,"Says President Barack Obama said when ""we got bin Laden, terrorism problem solved.""",Dick Cheney,Fake
Jon Greenberg,"""For the cost of the Iraq War we could’ve ended world hunger for 30 years.""",Facebook posts,Real
Lauren Carroll,"""I don't own a single stock or bond … I have no savings accounts.""",Joe Biden,Real
W. Gardner,Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years’ worth of Austin’s water use.,Austin Water Utility,Real
April Hunt,"""There’s $30 billion in expansion funds that we’ve paid – it’s our money and Nathan Deal wants Washington to keep it.""",Jason Carter,Real
Louis Jacobson,"Says Barack Obama said that ""ordinary men and women are too small-minded to govern their own affairs"" and that individuals should ""surrender their rights to an all-powerful sovereign.""",Chain email,Fake
Joshua Gillin,"""Gov. Rick Scott signed into law a bill that gives Florida's public officials an easy way to avoid disclosing their personal finances.""",Bill Nelson,Real
James B.,"The proposed Gogebic iron ore mine is ""just up the hill"" from the Apostle Islands National Lakeshore caves along Lake Superior.",Al Jazeera America,Fake
Nancy Madsen,"Mark Warner’s ""record is one of acting against"" the Keystone XL pipeline.",Ed Gillespie,Fake
Steve Contorno,"The IRS ""also investigated liberal groups, groups that had progressive in their name. ... The IRS was basically looking at everybody.""",Donna Brazile,Real
Katie Sanders,"""The number of terrorists out there"" has doubled.",Dick Cheney,Real
W. Gardner,"Says of flood of non-Mexicans being apprehended at the border: ""These are people that are coming from states like Syria that have substantial connections back to terrorist regimes and terrorist operations.""",Rick Perry,Fake
W. Gardner,"""One thousand people a day are moving to Texas, which means there will be 15 million more people over the next 25 years.""",Texas Future,Real
Dave Umhoefer,"Wisconsin was the ""first state to ban public and private sector employment discrimination based on sexual orientation.""",Mark Pocan,Real
C. Eugene,"The Senate proposal to restore emergency unemployment benefits for five months was ""fully paid for.""",Jack Reed,Fake
Tom Kertscher,"Says the secret John Doe criminal investigation of his campaign has been ""resolved"" and two judges have said it is ""over.""",Scott Walker,Fake
Dana Tims,"The U.N. Arms Treaty ""infringes upon our right to keep and bear arms.""",Monica Wehby,Fake
Molly O'Connor,"""By 2006, the American people were overwhelmingly against the Iraq War.""",Hillary Clinton,Real
W. Gardner,"Says Dan Patrick has ""called immigration into Texas an invasion"" and ""said immigrants coming into Texas bring ‘third-world diseases.’""",Battleground Texas,Real
C. Eugene,"""The average age of the minimum wage worker is 35 years old.""",Erin Lynch,Fake
Nancy Badertscher,"""Even when all other state agencies took cuts, Gov. [Nathan] Deal increased education spending every year.""",Republican Party of Georgia,Fake
Steve Contorno,Says 11 soccer players on the U.S. Men’s National Team are immigrants.,Nancy Pelosi,Fake
Jon Greenberg,"ISIS leader Abu Bakr al Baghdadi was ""released by Obama in 2009.""",Jeanine Pirro,Fake
Katie Sanders,"The decision to cancel the trademark of the Washington Redskins ""is not the Patent and Trademark Office. This is Barack Obama.""",Rush Limbaugh,Fake
Amy Sherman,"""$3 billion over the next five years will be taken out of our public schools and be put into vouchers.""",Nan Rich,Fake
Lauren Carroll,"""Thom Tillis cut almost $500 million from education.""",EMILY's List,Real
Tom Kertscher,"All 28 members of NATO have ""pledged to spend at least 2 percent of their economy on defense. But only three countries do -- Britain, Greece and us.""",Paul Ryan,Real
W. Gardner,"A record number of immigrants not from Mexico are ""being apprehended at the border.""",Rick Perry,Real
Dana Tims,"""Oregon school districts are directing 24 percent of their food budgets to purchase local foods. That’s the highest percentage in the country.""",Oregon Department of Agriculture,Real
Molly O'Connor,"President Barack Obama ""is the first president to keep a dog-trainer on retainer for $102,000 a year at taxpayer expense.""",Chain email,Fake
Steve Contorno,"""Thousands of Westerners and Americans"" are fighting with extremists in eastern Syria and Iraq.",Mike Rogers,Real
Louis Jacobson,"Barack Obama is the ""first president to file lawsuits against the states he swore an oath to protect.""",Chain email,Fake
Katie Sanders,"""There are 278 Republicans in Congress. (With Eric Cantor's defeat), they are now all Christian and all white except for one black senator, who was appointed.""",Bill Maher,Real
Jim Haddadin,"Says Jeanne Shaheen ""voted for a measure that would have amounted to a new national energy tax.""",Scott Brown,Fake
Dave Umhoefer,"""The typical Wisconsin worker makes $5,000 less each year than our neighbors in Minnesota"" under Gov. Scott Walker’s policies.",Mary Burke,Real
April Hunt,It would be illegal for the Fulton County Commission to raise the county tax rate.,John Albers,Real
Amy Sherman,"When Rick Scott ""was deposed in lawsuits about his company, he took the Fifth 75 times.""",Florida Democratic Party,Real
April Hunt,"More than 1.5 million people moved into Georgia between the past two Census counts, and a majority consider themselves, African-American, Latino or Asian-American.",Stacey Abrams,Real
Louis Jacobson,"""Gun homicide is down 49 percent in the past 12 years.""",Facebook posts,Fake
Jon Greenberg,"Says a picture he posted on Facebook of a man posing in front of five decapitated human heads is ""one of the subhuman mongrels our president set free.""",Ted Nugent,Fake
Steve Contorno,"""Only after news broke that our veterans are dying because of inadequate health care did Harry Reid and Senate Democrats take action.""",Bill Cassidy,Fake
James B.,"""Congressman Duffy has long record of voting against VA backlog fixes.""",Democratic Congressional Campaign Committee,Fake
Katie Sanders,"Says Eric Cantor ""was the co-author of the House GOP principles on immigration reform. Both the 'New York Times' and the 'Washington Post' said that that captured the essence of what was in the Senate immigration bill.""",Laura Ingraham,Real
Steve Contorno,Says Hillary Clinton’s approval rating went from 70 percent to 52 percent in 18 months.,Reince Priebus,Real
Tom Kertscher,"Under Gov. Scott Walker, ""employer confidence now stands at 95 percent,"" compared to ""only 10 percent"" at the end of the ""Gov. Jim Doyle-Mary Burke administration.""",Republican Party of Wisconsin,Fake
C. Eugene,"In the 1950s and 1960s, ""the minimum wage was such that it would lift you out of poverty.""",Jack Reed,Real
Nancy Madsen,"Sens. Mark Warner and Tim Kaine voted ""to let the U.N. take OUR guns.""",Chain email,Fake
Lauren Carroll,"""It was Dan Sullivan who wrote a bill to cut Alaskans out of those decisions"" about where they can hunt and fish.",Put Alaska First PAC,Real
W. Gardner,"""At the beginning of World War II, we had a relatively small army, smaller than Portugal’s.""",Ken Paxton,Real
Lauren Carroll,"There have been 74 ""school shootings in America since Sandy Hook.""",Everytown for Gun Safety,Fake
Jon Greenberg,"Americans ""invented the automobile.""",Laura Ingraham,Fake
W. Gardner,"Our ""trade with Mexico is $720 million a day; that’s our No. 1 trading partner.""",Leticia Van de Putte,Real
Dave Umhoefer,"""Already in Wisconsin we have seen fewer people pursuing education as a career"" due to the Act 10 collective bargaining law.",Mary Burke,Fake
Steve Contorno,"""The U.S. military footprint in Africa is nearly nonexistent.""",Hillary Clinton,Real
Tom Kertscher,"Under Wisconsin law, ""anyone who knows anything about a John Doe"" secret criminal investigation ""can't talk about it.""",Scott Walker,Real
Katie Sanders,"FIFA ""pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums.""",John Oliver,Real
Louis Jacobson,"""In Iran in 1979, the extremists hijacked the broad-based popular revolution against the Shah and established a brutal theocracy.""",Hillary Clinton,Real
Jon Greenberg,"""Cantor's campaign spent more at steakhouses than Brat spent on his entire campaign.""",Chuck Todd,Real
Lauren Carroll,"By 2009, ""dozens of senior terrorists had been taken off the battlefield"" by drones.",Hillary Clinton,Real
Katie Sanders,"Brazil built a $300 million stadium in the Amazon rainforest that ""is only going to be used for four World Cup games,"" and there’s no team ""that can fill it afterwards.""",John Oliver,Real
James B.,"""In the city of Milwaukee, we’ve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.""",Robin Vos,Real
April Hunt,Jason Carter supports using Georgia tax dollars to promote Obamacare,Republican Governors Association,Fake
Jon Greenberg,"""We came out of the White House not only dead broke, but in debt.""",Hillary Clinton,Fake
Louis Jacobson,"""By the time I left"" the State Department, ""economic growth was up and opium production was down"" in Afghanistan, while ""infant mortality declined"" and school enrollment rose by more than sevenfold.",Hillary Clinton,Real
Jon Greenberg,"In February, John McCain ""suggested"" the Bergdahl-Taliban swap that he now calls ""outrageous and dangerous.""",Rachel Maddow,Real
Amy Sherman,"Judging by a recent vote, Rep. Debbie Wasserman Schultz ""thinks it's okay for medical marijuana patients to go to federal prison.""",Americans for Safe Access,Fake
W. Gardner,"""Last year,"" Obama ""administration officials released into our neighborhoods more than 36,000 criminal immigrants who had nearly 88,000 convictions. The crimes included hundreds of convictions for murder, rape and kidnapping and thousands of drug-related crimes.""",Lamar Smith,Real
Nancy Madsen,"""Right now, America has $1.1 trillion of student debt. That’s more than credit card debt.""",Mark Warner,Real
Louis Jacobson,"""Obama Signs Bill Forgiving All Student Loan Debt.""",Chain email,Fake
W. Gardner,"""The average student loan debt in Texas is over $22,000...the cost of an average size pickup truck."" But unlike car owners, ""students are not allowed to refinance their loans at lower rates.""",Pete Gallego,Real
Warren Fiske,"The Chamber of Commerce says new carbon regulations will kill ""244,000 jobs a year"" and cost average families ""$1,200 a year.""",Ed Gillespie,Fake
Steve Contorno,"The Obama administration ""went to court to keep one of these five in jail at Guantanamo just three years ago because he was such a huge risk.""",Stephen Hayes,Real
Katie Sanders,"""Only one out of 10 minimum wage workers today are teen age or a young person.""",Katrina vanden Heuvel,Fake
Shannon Beckham,"The Israelis ""gave up 1,000 terrorists in return for one sergeant.""",Charles Krauthammer,Real
Dave Umhoefer,"""Graduation and third-grade reading scores are up in the state since I took office.""",Scott Walker,Real
C. Eugene,"Ken ""Block supports Obamacare.""",Allan Fung,Fake
Sean Gorman,"U.S. Reps. Eric Cantor and Luis Gutierrez were ""touring the country last year … joined at the hip, working together in a bipartisan fashion indeed for the goal of immigration reform.""",Laura Ingraham,Fake
Lauren Carroll,"""Sen. McConnell says it's not his job to bring jobs to Kentucky.""",Alison Lundergan Grimes,Real
Jim Haddadin,"Says when armed civilians stop mass shootings with guns, an average of 2.5 people die; otherwise, an average of 18 people die.",Jim Rubens,Fake
W. Gardner,Four (maybe five) Latinos have served on the Austin City Council.,Mike Martinez,Real
Amy Sherman,"""Congresswoman Ros-Lehtinen has long record of voting against VA backlog fixes.""",Democratic Congressional Campaign Committee,Fake
April Hunt,"""We’ve got an average of 5,600 soldiers committing suicide. That’s about 20 a day.""",David Scott,Real
Aaron Sharockman,"""The Pentagon made up"" the since-debunked heroics of POW Jessica Lynch as she tried to avoid capture in Iraq.",Rachel Maddow,Fake
Louis Jacobson,"Due to actions by President Barack Obama, ""the Burger King national headquarters announced this month that they will be pulling their franchises from our military bases.""",Chain email,Fake
W. Gardner,"""Public display of a long rifle is perfectly legal in Texas.""",Mike Hashimoto,Real
Katie Sanders,"Says Michele Bachmann said on Fox News, ""This country could use a president like Benjamin Franklin again.""",Facebook posts,Fake
Tom Kertscher,"Medicare is ""going broke. The trust fund goes bankrupt in 2026.""",Paul Ryan,Fake
Dana Tims,"""Marijuana is less addictive than both alcohol and tobacco.""",Earl Blumenauer,Real
Steve Contorno,"Says Hillary Clinton ""laid the groundwork"" for getting chemical weapons out of Syria.",Claire McCaskill,Fake
Joshua Gillin,"""Charlie Crist allowed college tuition to increase up to 15 percent every year.""",Rick Scott,Real
Katie Sanders,"Redskins is ""used historically"" as ""a term of respect.""",Pete Hegseth,Fake
Devon Waugh,"""This generation, on average, is starting their careers, if they’ve been to a four-year college, with just under $30,000 in debt.""",Tammy Baldwin,Real
Nancy Badertscher,"""The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.""",Brian Kemp,Real
Aaron Sharockman,"""We’ve seen a remarkable reduction in the number of Americans being executed -- it’s down nearly two-thirds over the past generation.""",David Frum,Real
Aaron Sharockman,"""We're fifth in the world (in executions), behind China, Iran, Iraq and Saudi Arabia.""",Bill Maher,Real
Louis Jacobson,"The five Taliban detainees being released from Guantanamo in exchange for captured Army Sgt. Bowe Bergdahl ""are the hardest of the hard-core. These are the highest high-risk people.""",John McCain,Real
